Column1	Company Name	Status Mission	Country	Year	Mission Outcome Summary	Mission Outcome Sort Order
2634	RVSN USSR	Success	 Russia	1977	Success	1
2635	RVSN USSR	Success	 Russia	1977	Success	1
2637	RVSN USSR	Success	 Russia	1977	Success	1
2638	RVSN USSR	Success	 Russia	1977	Success	1
2639	RVSN USSR	Success	 Russia	1977	Success	1
2640	RVSN USSR	Success	 Russia	1977	Success	1
2645	RVSN USSR	Success	 Russia	1977	Success	1
2646	RVSN USSR	Success	 Russia	1977	Success	1
2648	RVSN USSR	Success	 Russia	1977	Success	1
2649	RVSN USSR	Success	 Russia	1977	Success	1
2650	RVSN USSR	Success	 Russia	1977	Success	1
2652	RVSN USSR	Success	 Russia	1977	Success	1
2653	RVSN USSR	Success	 Russia	1977	Success	1
2654	RVSN USSR	Success	 Russia	1977	Success	1
2658	RVSN USSR	Success	 Russia	1977	Success	1
2659	RVSN USSR	Success	 Russia	1977	Success	1
2662	RVSN USSR	Success	 Russia	1977	Success	1
2664	RVSN USSR	Success	 Russia	1977	Success	1
2667	RVSN USSR	Success	 Russia	1977	Success	1
2668	RVSN USSR	Success	 Russia	1977	Success	1
2669	RVSN USSR	Success	 Russia	1977	Success	1
2671	RVSN USSR	Success	 Russia	1977	Success	1
2672	RVSN USSR	Success	 Russia	1977	Success	1
2673	RVSN USSR	Success	 Russia	1977	Success	1
2674	RVSN USSR	Success	 Russia	1977	Success	1
2675	RVSN USSR	Success	 Russia	1977	Success	1
2680	RVSN USSR	Success	 Russia	1977	Success	1
2681	RVSN USSR	Success	 Russia	1977	Success	1
2682	RVSN USSR	Success	 Russia	1977	Success	1
2683	RVSN USSR	Success	 Russia	1977	Success	1
2685	RVSN USSR	Success	 Russia	1977	Success	1
2686	RVSN USSR	Success	 Russia	1977	Success	1
2687	RVSN USSR	Success	 Russia	1977	Success	1
2688	RVSN USSR	Success	 Russia	1977	Success	1
2689	RVSN USSR	Success	 Russia	1977	Success	1
2690	RVSN USSR	Success	 Russia	1977	Success	1
2691	RVSN USSR	Success	 Russia	1977	Success	1
2692	RVSN USSR	Success	 Russia	1977	Success	1
2693	RVSN USSR	Success	 Russia	1977	Success	1
2696	RVSN USSR	Success	 Russia	1977	Success	1
2700	RVSN USSR	Success	 Russia	1977	Success	1
2702	RVSN USSR	Success	 Russia	1977	Success	1
2703	RVSN USSR	Success	 Russia	1977	Success	1
2704	RVSN USSR	Success	 Russia	1977	Success	1
2705	RVSN USSR	Success	 Russia	1977	Success	1
2707	RVSN USSR	Success	 Russia	1977	Success	1
2709	RVSN USSR	Success	 Russia	1977	Success	1
2710	RVSN USSR	Success	 Russia	1977	Success	1
2713	RVSN USSR	Success	 Russia	1977	Success	1
2716	RVSN USSR	Success	 Russia	1977	Success	1
2717	RVSN USSR	Success	 Russia	1977	Success	1
2718	RVSN USSR	Success	 Russia	1977	Success	1
2719	RVSN USSR	Success	 Russia	1977	Success	1
2721	RVSN USSR	Success	 Russia	1977	Success	1
2722	RVSN USSR	Success	 Russia	1977	Success	1
2723	RVSN USSR	Success	 Russia	1977	Success	1
2724	RVSN USSR	Success	 Russia	1977	Success	1
2725	RVSN USSR	Success	 Russia	1977	Success	1
2726	RVSN USSR	Success	 Russia	1977	Success	1
2727	RVSN USSR	Success	 Russia	1977	Success	1
2728	RVSN USSR	Success	 Russia	1977	Success	1
2730	RVSN USSR	Success	 Russia	1977	Success	1
2731	RVSN USSR	Success	 Russia	1977	Success	1
2732	RVSN USSR	Success	 Russia	1977	Success	1
2735	RVSN USSR	Success	 Russia	1977	Success	1
2737	RVSN USSR	Success	 Russia	1977	Success	1
2738	RVSN USSR	Success	 Russia	1977	Success	1
2739	RVSN USSR	Success	 Russia	1977	Success	1
2742	RVSN USSR	Success	 Russia	1977	Success	1
2743	RVSN USSR	Success	 Russia	1977	Success	1
2745	RVSN USSR	Success	 Russia	1977	Success	1
2860	RVSN USSR	Success	 Russia	1975	Success	1
2861	RVSN USSR	Success	 Russia	1975	Success	1
2864	RVSN USSR	Success	 Russia	1975	Success	1
2869	RVSN USSR	Success	 Russia	1975	Success	1
2871	RVSN USSR	Success	 Russia	1975	Success	1
2872	RVSN USSR	Success	 Russia	1975	Success	1
2873	RVSN USSR	Success	 Russia	1975	Success	1
2874	RVSN USSR	Success	 Russia	1975	Success	1
2878	RVSN USSR	Success	 Russia	1975	Success	1
2879	RVSN USSR	Success	 Russia	1975	Success	1
2880	RVSN USSR	Success	 Russia	1975	Success	1
2882	RVSN USSR	Success	 Russia	1975	Success	1
2885	RVSN USSR	Success	 Russia	1975	Success	1
2889	RVSN USSR	Success	 Russia	1975	Success	1
2890	RVSN USSR	Success	 Russia	1975	Success	1
2891	RVSN USSR	Success	 Russia	1975	Success	1
2892	RVSN USSR	Success	 Russia	1975	Success	1
2893	RVSN USSR	Success	 Russia	1975	Success	1
2895	RVSN USSR	Success	 Russia	1975	Success	1
2898	RVSN USSR	Success	 Russia	1975	Success	1
2899	RVSN USSR	Success	 Russia	1975	Success	1
2900	RVSN USSR	Success	 Russia	1975	Success	1
2901	RVSN USSR	Success	 Russia	1975	Success	1
2902	RVSN USSR	Success	 Russia	1975	Success	1
2904	RVSN USSR	Success	 Russia	1975	Success	1
2906	RVSN USSR	Success	 Russia	1975	Success	1
2908	RVSN USSR	Success	 Russia	1975	Success	1
2909	RVSN USSR	Success	 Russia	1975	Success	1
2910	RVSN USSR	Success	 Russia	1975	Success	1
2913	RVSN USSR	Success	 Russia	1975	Success	1
2914	RVSN USSR	Success	 Russia	1975	Success	1
2915	RVSN USSR	Success	 Russia	1975	Success	1
2916	RVSN USSR	Success	 Russia	1975	Success	1
2917	RVSN USSR	Success	 Russia	1975	Success	1
2918	RVSN USSR	Success	 Russia	1975	Success	1
2919	RVSN USSR	Success	 Russia	1975	Success	1
2920	RVSN USSR	Success	 Russia	1975	Success	1
2922	RVSN USSR	Success	 Russia	1975	Success	1
2924	RVSN USSR	Success	 Russia	1975	Success	1
2925	RVSN USSR	Success	 Russia	1975	Success	1
2927	RVSN USSR	Success	 Russia	1975	Success	1
2929	RVSN USSR	Success	 Russia	1975	Success	1
2930	RVSN USSR	Success	 Russia	1975	Success	1
2937	RVSN USSR	Success	 Russia	1975	Success	1
2938	RVSN USSR	Success	 Russia	1975	Success	1
2939	RVSN USSR	Success	 Russia	1975	Success	1
2940	RVSN USSR	Success	 Russia	1975	Success	1
2942	RVSN USSR	Success	 Russia	1975	Success	1
2944	RVSN USSR	Success	 Russia	1975	Success	1
2946	RVSN USSR	Success	 Russia	1975	Success	1
2947	RVSN USSR	Success	 Russia	1975	Success	1
2951	RVSN USSR	Success	 Russia	1975	Success	1
2952	RVSN USSR	Success	 Russia	1975	Success	1
2954	RVSN USSR	Success	 Russia	1975	Success	1
2955	RVSN USSR	Success	 Russia	1975	Success	1
2958	RVSN USSR	Success	 Russia	1975	Success	1
2962	RVSN USSR	Success	 Russia	1975	Success	1
2963	RVSN USSR	Success	 Russia	1975	Success	1
2965	RVSN USSR	Success	 Russia	1975	Success	1
2966	RVSN USSR	Success	 Russia	1975	Success	1
2967	RVSN USSR	Success	 Russia	1975	Success	1
2968	RVSN USSR	Success	 Russia	1975	Success	1
2969	RVSN USSR	Success	 Russia	1975	Success	1
2970	RVSN USSR	Success	 Russia	1975	Success	1
3071	RVSN USSR	Success	 Russia	1973	Success	1
3073	RVSN USSR	Success	 Russia	1973	Success	1
3074	RVSN USSR	Success	 Russia	1973	Success	1
3075	RVSN USSR	Success	 Russia	1973	Success	1
3076	RVSN USSR	Success	 Russia	1973	Success	1
3078	RVSN USSR	Success	 Russia	1973	Success	1
3080	RVSN USSR	Success	 Russia	1973	Success	1
3081	RVSN USSR	Success	 Russia	1973	Success	1
3082	RVSN USSR	Success	 Russia	1973	Success	1
3083	RVSN USSR	Success	 Russia	1973	Success	1
3084	RVSN USSR	Success	 Russia	1973	Success	1
3085	RVSN USSR	Success	 Russia	1973	Success	1
3087	RVSN USSR	Success	 Russia	1973	Success	1
3091	RVSN USSR	Success	 Russia	1973	Success	1
3093	RVSN USSR	Success	 Russia	1973	Success	1
3094	RVSN USSR	Success	 Russia	1973	Success	1
3095	RVSN USSR	Success	 Russia	1973	Success	1
3096	RVSN USSR	Success	 Russia	1973	Success	1
3097	RVSN USSR	Success	 Russia	1973	Success	1
3098	RVSN USSR	Success	 Russia	1973	Success	1
3099	RVSN USSR	Success	 Russia	1973	Success	1
3100	RVSN USSR	Success	 Russia	1973	Success	1
3101	RVSN USSR	Success	 Russia	1973	Success	1
3103	RVSN USSR	Success	 Russia	1973	Success	1
3104	RVSN USSR	Success	 Russia	1973	Success	1
3105	RVSN USSR	Success	 Russia	1973	Success	1
3106	RVSN USSR	Success	 Russia	1973	Success	1
3109	RVSN USSR	Success	 Russia	1973	Success	1
3111	RVSN USSR	Success	 Russia	1973	Success	1
3112	RVSN USSR	Success	 Russia	1973	Success	1
3113	RVSN USSR	Success	 Russia	1973	Success	1
3115	RVSN USSR	Success	 Russia	1973	Success	1
3116	RVSN USSR	Success	 Russia	1973	Success	1
3119	RVSN USSR	Success	 Russia	1973	Success	1
3121	RVSN USSR	Success	 Russia	1973	Success	1
3122	RVSN USSR	Success	 Russia	1973	Success	1
3124	RVSN USSR	Success	 Russia	1973	Success	1
3126	RVSN USSR	Success	 Russia	1973	Success	1
3128	RVSN USSR	Success	 Russia	1973	Success	1
3131	RVSN USSR	Success	 Russia	1973	Success	1
3132	RVSN USSR	Success	 Russia	1973	Success	1
3136	RVSN USSR	Success	 Russia	1973	Success	1
3137	RVSN USSR	Success	 Russia	1973	Success	1
3138	RVSN USSR	Success	 Russia	1973	Success	1
3139	RVSN USSR	Success	 Russia	1973	Success	1
3140	RVSN USSR	Success	 Russia	1973	Success	1
3143	RVSN USSR	Success	 Russia	1973	Success	1
3144	RVSN USSR	Success	 Russia	1973	Success	1
3146	RVSN USSR	Success	 Russia	1973	Success	1
3147	RVSN USSR	Success	 Russia	1973	Success	1
3150	RVSN USSR	Success	 Russia	1973	Success	1
3151	RVSN USSR	Success	 Russia	1973	Success	1
3153	RVSN USSR	Success	 Russia	1973	Success	1
3154	RVSN USSR	Success	 Russia	1973	Success	1
3155	RVSN USSR	Success	 Russia	1973	Success	1
3157	RVSN USSR	Success	 Russia	1973	Success	1
3159	RVSN USSR	Success	 Russia	1973	Success	1
3160	RVSN USSR	Success	 Russia	1973	Success	1
3164	RVSN USSR	Success	 Russia	1973	Success	1
3165	RVSN USSR	Success	 Russia	1973	Success	1
3167	RVSN USSR	Success	 Russia	1973	Success	1
3170	RVSN USSR	Success	 Russia	1973	Success	1
3171	RVSN USSR	Success	 Russia	1973	Success	1
3172	RVSN USSR	Success	 Russia	1973	Success	1
1299	RVSN USSR	Success	 Russia	1998	Success	1
1427	RVSN USSR	Success	 Russia	1996	Success	1
1497	RVSN USSR	Success	 Russia	1995	Success	1
1689	RVSN USSR	Success	 Russia	1992	Success	1
1691	RVSN USSR	Success	 Russia	1992	Success	1
1694	RVSN USSR	Success	 Russia	1992	Success	1
1698	RVSN USSR	Success	 Russia	1992	Success	1
1703	RVSN USSR	Success	 Russia	1992	Success	1
1708	RVSN USSR	Success	 Russia	1992	Success	1
1711	RVSN USSR	Success	 Russia	1992	Success	1
1715	RVSN USSR	Success	 Russia	1992	Success	1
1723	RVSN USSR	Success	 Russia	1991	Success	1
1725	RVSN USSR	Success	 Russia	1991	Success	1
1728	RVSN USSR	Success	 Russia	1991	Success	1
1729	RVSN USSR	Success	 Russia	1991	Success	1
1731	RVSN USSR	Success	 Russia	1991	Success	1
1738	RVSN USSR	Success	 Russia	1991	Success	1
1739	RVSN USSR	Success	 Russia	1991	Success	1
1742	RVSN USSR	Success	 Russia	1991	Success	1
1747	RVSN USSR	Success	 Russia	1991	Success	1
1748	RVSN USSR	Success	 Russia	1991	Success	1
1749	RVSN USSR	Success	 Russia	1991	Success	1
1751	RVSN USSR	Success	 Russia	1991	Success	1
1753	RVSN USSR	Success	 Russia	1991	Success	1
1756	RVSN USSR	Success	 Russia	1991	Success	1
1758	RVSN USSR	Success	 Russia	1991	Success	1
1762	RVSN USSR	Success	 Russia	1991	Success	1
1763	RVSN USSR	Success	 Russia	1991	Success	1
1764	RVSN USSR	Success	 Russia	1991	Success	1
1768	RVSN USSR	Success	 Russia	1991	Success	1
1769	RVSN USSR	Success	 Russia	1991	Success	1
1770	RVSN USSR	Success	 Russia	1991	Success	1
1771	RVSN USSR	Success	 Russia	1991	Success	1
1772	RVSN USSR	Success	 Russia	1991	Success	1
1776	RVSN USSR	Success	 Russia	1990	Success	1
1777	RVSN USSR	Success	 Russia	1990	Success	1
1781	RVSN USSR	Success	 Russia	1990	Success	1
1783	RVSN USSR	Success	 Russia	1990	Success	1
1786	RVSN USSR	Success	 Russia	1990	Success	1
1797	RVSN USSR	Success	 Russia	1990	Success	1
1798	RVSN USSR	Success	 Russia	1990	Success	1
1799	RVSN USSR	Success	 Russia	1990	Success	1
1802	RVSN USSR	Success	 Russia	1990	Success	1
1805	RVSN USSR	Success	 Russia	1990	Success	1
1807	RVSN USSR	Success	 Russia	1990	Success	1
1808	RVSN USSR	Success	 Russia	1990	Success	1
1809	RVSN USSR	Success	 Russia	1990	Success	1
1811	RVSN USSR	Success	 Russia	1990	Success	1
1814	RVSN USSR	Success	 Russia	1990	Success	1
1817	RVSN USSR	Success	 Russia	1990	Success	1
1822	RVSN USSR	Success	 Russia	1990	Success	1
1823	RVSN USSR	Success	 Russia	1990	Success	1
1824	RVSN USSR	Success	 Russia	1990	Success	1
1826	RVSN USSR	Success	 Russia	1990	Success	1
1830	RVSN USSR	Success	 Russia	1990	Success	1
1833	RVSN USSR	Success	 Russia	1990	Success	1
1835	RVSN USSR	Success	 Russia	1990	Success	1
1839	RVSN USSR	Success	 Russia	1990	Success	1
1840	RVSN USSR	Success	 Russia	1990	Success	1
1845	RVSN USSR	Success	 Russia	1990	Success	1
1848	RVSN USSR	Success	 Russia	1990	Success	1
1851	RVSN USSR	Success	 Russia	1990	Success	1
1853	RVSN USSR	Success	 Russia	1990	Success	1
1856	RVSN USSR	Success	 Russia	1989	Success	1
1858	RVSN USSR	Success	 Russia	1989	Success	1
1860	RVSN USSR	Success	 Russia	1989	Success	1
1863	RVSN USSR	Success	 Russia	1989	Success	1
1865	RVSN USSR	Success	 Russia	1989	Success	1
1867	RVSN USSR	Success	 Russia	1989	Success	1
1869	RVSN USSR	Success	 Russia	1989	Success	1
1873	RVSN USSR	Success	 Russia	1989	Success	1
1878	RVSN USSR	Success	 Russia	1989	Success	1
1881	RVSN USSR	Success	 Russia	1989	Success	1
1883	RVSN USSR	Success	 Russia	1989	Success	1
1886	RVSN USSR	Success	 Russia	1989	Success	1
1887	RVSN USSR	Success	 Russia	1989	Success	1
1892	RVSN USSR	Success	 Russia	1989	Success	1
1895	RVSN USSR	Success	 Russia	1989	Success	1
1898	RVSN USSR	Success	 Russia	1989	Success	1
1899	RVSN USSR	Success	 Russia	1989	Success	1
1900	RVSN USSR	Success	 Russia	1989	Success	1
1903	RVSN USSR	Success	 Russia	1989	Success	1
1905	RVSN USSR	Success	 Russia	1989	Success	1
1906	RVSN USSR	Success	 Russia	1989	Success	1
1908	RVSN USSR	Success	 Russia	1988	Success	1
1909	RVSN USSR	Success	 Russia	1988	Success	1
1910	RVSN USSR	Success	 Russia	1988	Success	1
1919	RVSN USSR	Success	 Russia	1988	Success	1
1920	RVSN USSR	Success	 Russia	1988	Success	1
1921	RVSN USSR	Success	 Russia	1988	Success	1
1923	RVSN USSR	Success	 Russia	1988	Success	1
1931	RVSN USSR	Success	 Russia	1988	Success	1
1934	RVSN USSR	Success	 Russia	1988	Success	1
1935	RVSN USSR	Success	 Russia	1988	Success	1
1937	RVSN USSR	Success	 Russia	1988	Success	1
1938	RVSN USSR	Success	 Russia	1988	Success	1
1939	RVSN USSR	Success	 Russia	1988	Success	1
1940	RVSN USSR	Success	 Russia	1988	Success	1
1941	RVSN USSR	Success	 Russia	1988	Success	1
1943	RVSN USSR	Success	 Russia	1988	Success	1
1944	RVSN USSR	Success	 Russia	1988	Success	1
1945	RVSN USSR	Success	 Russia	1988	Success	1
1947	RVSN USSR	Success	 Russia	1988	Success	1
1951	RVSN USSR	Success	 Russia	1988	Success	1
1953	RVSN USSR	Success	 Russia	1988	Success	1
1954	RVSN USSR	Success	 Russia	1988	Success	1
1956	RVSN USSR	Success	 Russia	1988	Success	1
1960	RVSN USSR	Success	 Russia	1988	Success	1
1962	RVSN USSR	Success	 Russia	1988	Success	1
1965	RVSN USSR	Success	 Russia	1988	Success	1
1966	RVSN USSR	Success	 Russia	1988	Success	1
1967	RVSN USSR	Success	 Russia	1987	Success	1
1968	RVSN USSR	Success	 Russia	1987	Success	1
1969	RVSN USSR	Success	 Russia	1987	Success	1
1970	RVSN USSR	Success	 Russia	1987	Success	1
1972	RVSN USSR	Success	 Russia	1987	Success	1
1976	RVSN USSR	Success	 Russia	1987	Success	1
1977	RVSN USSR	Success	 Russia	1987	Success	1
1981	RVSN USSR	Success	 Russia	1987	Success	1
1983	RVSN USSR	Success	 Russia	1987	Success	1
1985	RVSN USSR	Success	 Russia	1987	Success	1
1988	RVSN USSR	Success	 Russia	1987	Success	1
1989	RVSN USSR	Success	 Russia	1987	Success	1
1991	RVSN USSR	Success	 Russia	1987	Success	1
1992	RVSN USSR	Success	 Russia	1987	Success	1
1993	RVSN USSR	Success	 Russia	1987	Success	1
1996	RVSN USSR	Success	 Russia	1987	Success	1
1997	RVSN USSR	Success	 Russia	1987	Success	1
1998	RVSN USSR	Success	 Russia	1987	Success	1
1999	RVSN USSR	Success	 Russia	1987	Success	1
2003	RVSN USSR	Success	 Russia	1987	Success	1
2008	RVSN USSR	Success	 Russia	1987	Success	1
2009	RVSN USSR	Success	 Russia	1987	Success	1
2010	RVSN USSR	Success	 Russia	1987	Success	1
2012	RVSN USSR	Success	 Russia	1987	Success	1
2018	RVSN USSR	Success	 Russia	1987	Success	1
2019	RVSN USSR	Success	 Russia	1987	Success	1
2020	RVSN USSR	Success	 Russia	1987	Success	1
2021	RVSN USSR	Success	 Russia	1987	Success	1
2022	RVSN USSR	Success	 Russia	1987	Success	1
2023	RVSN USSR	Success	 Russia	1986	Success	1
2024	RVSN USSR	Success	 Russia	1986	Success	1
2025	RVSN USSR	Success	 Russia	1986	Success	1
2026	RVSN USSR	Success	 Russia	1986	Success	1
2027	RVSN USSR	Success	 Russia	1986	Success	1
2028	RVSN USSR	Success	 Russia	1986	Success	1
2030	RVSN USSR	Success	 Russia	1986	Success	1
2031	RVSN USSR	Success	 Russia	1986	Success	1
2032	RVSN USSR	Success	 Russia	1986	Success	1
2033	RVSN USSR	Success	 Russia	1986	Success	1
2034	RVSN USSR	Success	 Russia	1986	Success	1
2035	RVSN USSR	Success	 Russia	1986	Success	1
2036	RVSN USSR	Success	 Russia	1986	Success	1
2038	RVSN USSR	Success	 Russia	1986	Success	1
2039	RVSN USSR	Success	 Russia	1986	Success	1
2043	RVSN USSR	Success	 Russia	1986	Success	1
2045	RVSN USSR	Success	 Russia	1986	Success	1
2046	RVSN USSR	Success	 Russia	1986	Success	1
2047	RVSN USSR	Success	 Russia	1986	Success	1
2048	RVSN USSR	Success	 Russia	1986	Success	1
2052	RVSN USSR	Success	 Russia	1986	Success	1
2054	RVSN USSR	Success	 Russia	1986	Success	1
2056	RVSN USSR	Success	 Russia	1986	Success	1
2057	RVSN USSR	Success	 Russia	1986	Success	1
2058	RVSN USSR	Success	 Russia	1986	Success	1
2059	RVSN USSR	Success	 Russia	1986	Success	1
2060	RVSN USSR	Success	 Russia	1986	Success	1
2062	RVSN USSR	Success	 Russia	1986	Success	1
2063	RVSN USSR	Success	 Russia	1986	Success	1
2064	RVSN USSR	Success	 Russia	1986	Success	1
2065	RVSN USSR	Success	 Russia	1986	Success	1
2067	RVSN USSR	Success	 Russia	1986	Success	1
2073	RVSN USSR	Success	 Russia	1986	Success	1
2075	RVSN USSR	Success	 Russia	1986	Success	1
2077	RVSN USSR	Success	 Russia	1986	Success	1
2080	RVSN USSR	Success	 Russia	1986	Success	1
2081	RVSN USSR	Success	 Russia	1986	Success	1
2082	RVSN USSR	Success	 Russia	1986	Success	1
2084	RVSN USSR	Success	 Russia	1986	Success	1
2086	RVSN USSR	Success	 Russia	1985	Success	1
2087	RVSN USSR	Success	 Russia	1985	Success	1
2088	RVSN USSR	Success	 Russia	1985	Success	1
2089	RVSN USSR	Success	 Russia	1985	Success	1
2090	RVSN USSR	Success	 Russia	1985	Success	1
2092	RVSN USSR	Success	 Russia	1985	Success	1
2093	RVSN USSR	Success	 Russia	1985	Success	1
2095	RVSN USSR	Success	 Russia	1985	Success	1
2096	RVSN USSR	Success	 Russia	1985	Success	1
2099	RVSN USSR	Success	 Russia	1985	Success	1
2102	RVSN USSR	Success	 Russia	1985	Success	1
2105	RVSN USSR	Success	 Russia	1985	Success	1
2107	RVSN USSR	Success	 Russia	1985	Success	1
2108	RVSN USSR	Success	 Russia	1985	Success	1
2110	RVSN USSR	Success	 Russia	1985	Success	1
2113	RVSN USSR	Success	 Russia	1985	Success	1
2117	RVSN USSR	Success	 Russia	1985	Success	1
2119	RVSN USSR	Success	 Russia	1985	Success	1
2122	RVSN USSR	Success	 Russia	1985	Success	1
2123	RVSN USSR	Success	 Russia	1985	Success	1
2127	RVSN USSR	Success	 Russia	1985	Success	1
2128	RVSN USSR	Success	 Russia	1985	Success	1
2130	RVSN USSR	Success	 Russia	1985	Success	1
2131	RVSN USSR	Success	 Russia	1985	Success	1
2132	RVSN USSR	Success	 Russia	1985	Success	1
2133	RVSN USSR	Success	 Russia	1985	Success	1
2134	RVSN USSR	Success	 Russia	1985	Success	1
2139	RVSN USSR	Success	 Russia	1985	Success	1
2143	RVSN USSR	Success	 Russia	1985	Success	1
2144	RVSN USSR	Success	 Russia	1985	Success	1
2146	RVSN USSR	Success	 Russia	1985	Success	1
2147	RVSN USSR	Success	 Russia	1985	Success	1
2151	RVSN USSR	Success	 Russia	1985	Success	1
2152	RVSN USSR	Success	 Russia	1985	Success	1
2154	RVSN USSR	Success	 Russia	1985	Success	1
2156	RVSN USSR	Success	 Russia	1985	Success	1
2157	RVSN USSR	Success	 Russia	1985	Success	1
2158	RVSN USSR	Success	 Russia	1985	Success	1
2160	RVSN USSR	Success	 Russia	1984	Success	1
2161	RVSN USSR	Success	 Russia	1984	Success	1
2162	RVSN USSR	Success	 Russia	1984	Success	1
2166	RVSN USSR	Success	 Russia	1984	Success	1
2170	RVSN USSR	Success	 Russia	1984	Success	1
2171	RVSN USSR	Success	 Russia	1984	Success	1
2173	RVSN USSR	Success	 Russia	1984	Success	1
2174	RVSN USSR	Success	 Russia	1984	Success	1
2175	RVSN USSR	Success	 Russia	1984	Success	1
2176	RVSN USSR	Success	 Russia	1984	Success	1
2179	RVSN USSR	Success	 Russia	1984	Success	1
2183	RVSN USSR	Success	 Russia	1984	Success	1
2184	RVSN USSR	Success	 Russia	1984	Success	1
2185	RVSN USSR	Success	 Russia	1984	Success	1
2189	RVSN USSR	Success	 Russia	1984	Success	1
2190	RVSN USSR	Success	 Russia	1984	Success	1
2191	RVSN USSR	Success	 Russia	1984	Success	1
2192	RVSN USSR	Success	 Russia	1984	Success	1
2193	RVSN USSR	Success	 Russia	1984	Success	1
2195	RVSN USSR	Success	 Russia	1984	Success	1
2198	RVSN USSR	Success	 Russia	1984	Success	1
2199	RVSN USSR	Success	 Russia	1984	Success	1
2200	RVSN USSR	Success	 Russia	1984	Success	1
2202	RVSN USSR	Success	 Russia	1984	Success	1
2204	RVSN USSR	Success	 Russia	1984	Success	1
2205	RVSN USSR	Success	 Russia	1984	Success	1
2206	RVSN USSR	Success	 Russia	1984	Success	1
2211	RVSN USSR	Success	 Russia	1984	Success	1
2212	RVSN USSR	Success	 Russia	1984	Success	1
2213	RVSN USSR	Success	 Russia	1984	Success	1
2214	RVSN USSR	Success	 Russia	1984	Success	1
2216	RVSN USSR	Success	 Russia	1984	Success	1
2218	RVSN USSR	Success	 Russia	1984	Success	1
2221	RVSN USSR	Success	 Russia	1984	Success	1
2224	RVSN USSR	Success	 Russia	1984	Success	1
2226	RVSN USSR	Success	 Russia	1984	Success	1
2227	RVSN USSR	Success	 Russia	1984	Success	1
2228	RVSN USSR	Success	 Russia	1983	Success	1
2229	RVSN USSR	Success	 Russia	1983	Success	1
2230	RVSN USSR	Success	 Russia	1983	Success	1
2231	RVSN USSR	Success	 Russia	1983	Success	1
2232	RVSN USSR	Success	 Russia	1983	Success	1
2234	RVSN USSR	Success	 Russia	1983	Success	1
2235	RVSN USSR	Success	 Russia	1983	Success	1
2237	RVSN USSR	Success	 Russia	1983	Success	1
2239	RVSN USSR	Success	 Russia	1983	Success	1
2240	RVSN USSR	Success	 Russia	1983	Success	1
2242	RVSN USSR	Success	 Russia	1983	Success	1
2243	RVSN USSR	Success	 Russia	1983	Success	1
2244	RVSN USSR	Success	 Russia	1983	Success	1
2245	RVSN USSR	Success	 Russia	1983	Success	1
2247	RVSN USSR	Success	 Russia	1983	Success	1
2248	RVSN USSR	Success	 Russia	1983	Success	1
2251	RVSN USSR	Success	 Russia	1983	Success	1
2256	RVSN USSR	Success	 Russia	1983	Success	1
2257	RVSN USSR	Success	 Russia	1983	Success	1
2259	RVSN USSR	Success	 Russia	1983	Success	1
2264	RVSN USSR	Success	 Russia	1983	Success	1
2265	RVSN USSR	Success	 Russia	1983	Success	1
2267	RVSN USSR	Success	 Russia	1983	Success	1
2269	RVSN USSR	Success	 Russia	1983	Success	1
2270	RVSN USSR	Success	 Russia	1983	Success	1
2271	RVSN USSR	Success	 Russia	1983	Success	1
2272	RVSN USSR	Success	 Russia	1983	Success	1
2273	RVSN USSR	Success	 Russia	1983	Success	1
2276	RVSN USSR	Success	 Russia	1983	Success	1
2277	RVSN USSR	Success	 Russia	1983	Success	1
2280	RVSN USSR	Success	 Russia	1983	Success	1
2282	RVSN USSR	Success	 Russia	1983	Success	1
2283	RVSN USSR	Success	 Russia	1983	Success	1
2284	RVSN USSR	Success	 Russia	1983	Success	1
2285	RVSN USSR	Success	 Russia	1983	Success	1
2287	RVSN USSR	Success	 Russia	1983	Success	1
2291	RVSN USSR	Success	 Russia	1983	Success	1
2292	RVSN USSR	Success	 Russia	1983	Success	1
2293	RVSN USSR	Success	 Russia	1983	Success	1
2294	RVSN USSR	Success	 Russia	1982	Success	1
2296	RVSN USSR	Success	 Russia	1982	Success	1
2301	RVSN USSR	Success	 Russia	1982	Success	1
2303	RVSN USSR	Success	 Russia	1982	Success	1
2304	RVSN USSR	Success	 Russia	1982	Success	1
2306	RVSN USSR	Success	 Russia	1982	Success	1
2307	RVSN USSR	Success	 Russia	1982	Success	1
2308	RVSN USSR	Success	 Russia	1982	Success	1
2313	RVSN USSR	Success	 Russia	1982	Success	1
2315	RVSN USSR	Success	 Russia	1982	Success	1
2316	RVSN USSR	Success	 Russia	1982	Success	1
2318	RVSN USSR	Success	 Russia	1982	Success	1
2320	RVSN USSR	Success	 Russia	1982	Success	1
2321	RVSN USSR	Success	 Russia	1982	Success	1
2322	RVSN USSR	Success	 Russia	1982	Success	1
2324	RVSN USSR	Success	 Russia	1982	Success	1
2327	RVSN USSR	Success	 Russia	1982	Success	1
2328	RVSN USSR	Success	 Russia	1982	Success	1
2329	RVSN USSR	Success	 Russia	1982	Success	1
2331	RVSN USSR	Success	 Russia	1982	Success	1
2332	RVSN USSR	Success	 Russia	1982	Success	1
2333	RVSN USSR	Success	 Russia	1982	Success	1
2336	RVSN USSR	Success	 Russia	1982	Success	1
2337	RVSN USSR	Success	 Russia	1982	Success	1
